0,771830,15435,4125,-186,373628325,15092,3822,-382,373628333,14866,3243,-607,373628341,12345,1487238947
0,771831,14670,2214,-1107,373628349,14102,686,-1715,373628357,13445,-490,-2401,373628365,12345,1487238947
0,771832,12573,-1068,-2675,373628373,11652,-1372,-3018,373628381,10623,-1146,-3400,373628389,12345,1487238947
0,771833,10123,-833,-3822,373628397,8937,68,-3204,373628405,8633,607,-2979,373628413,12345,1487238947
0,771834,8290,1107,-2557,373628421,8173,1372,-2175,373628429,8369,1597,-1911,373628437,12345,1487238947
0,771835,8751,1715,-1940,373628445,9133,1793,-2214,373628453,9623,2058,-2518,373628461,12345,1487238947
0,771836,10280,2518,-2783,373628469,11044,2979,-2940,373628477,11877,3243,-2979,373628485,12345,1487238947
9,388412,8372327,8362539,8372355,8362538,8372430,8362539,8372434,8362538,8372480,8362541,8372578,8362542,12345,1487238947
9,388413,8372649,8362538,8372710,8362537,8372779,8362541,8372857,8362544,8372963,8362540,8372991,8362540,12345,1487238947
9,388414,8373041,8362543,8373125,8362541,8373164,8362539,8373173,8362536,8373189,8362540,8373209,8362540,12345,1487238947
9,388415,8373259,8362537,8373223,8362540,8373211,8362540,8373245,8362541,8373241,8362539,8373221,8362536,12345,1487238947
9,388416,8373218,8362543,8373222,8362540,8373263,8362539,8373243,8362538,8373253,8362543,8373313,8362543,12345,1487238947
0,771837,12759,3586,-2744,373628493,13680,3890,-2401,373628501,14592,4086,-1911,373628509,12345,1487238947
0,771838,15474,4086,-1558,373628517,16317,4233,-1597,373628525,16963,4655,-1411,373628533,12345,1487238947
0,771839,17424,5115,-1254,373628541,17845,5458,-1332,373628549,17963,5919,-1489,373628557,12345,1487238947
0,771840,17689,6340,-1754,373628565,17542,6722,-607,373628573,17159,5733,-793,373628581,12345,1487238947
0,771841,16121,4586,-529,373628589,14974,3204,0,373628597,13867,1636,646,373628605,12345,1487238948
0,771842,12916,529,1293,373628613,12191,147,2175,373628621,11113,68,3439,373628629,12345,1487238948
0,771843,9055,-646,1215,373628637,10241,2861,2900,373628645,10966,1597,10348,373628653,12345,1487238948
0,771844,8976,450,11877,373628661,8751,2744,8330,373628669,7751,4694,3018,373628677,12345,1487238948
9,388417,8373335,8362541,8373330,8362536,8373325,8362541,8373314,8362540,8373327,8362537,8373254,8362538,12345,1487238948
9,388418,8373192,8362543,8373168,8362543,8373094,8362538,8372994,8362540,8372901,8362542,8372813,8362542,12345,1487238948
9,388419,8372759,8362540,8372633,8362540,8372544,8362543,8372516,8362543,8372457,8362538,8372388,8362539,12345,1487238948
